MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,Bikebought,CustomerKey
S,M,20000,0,0,High School,Manual,0,1,0,25518
S,F,20000,0,0,High School,Manual,0,1,0,25519
S,F,20000,0,0,High School,Manual,0,1,0,25520
S,M,20000,0,0,Partial High School,Manual,1,1,0,25521
S,F,30000,0,0,Partial College,Clerical,0,1,1,25522
S,M,20000,0,0,Partial High School,Manual,0,1,0,25523
M,M,20000,0,0,Partial High School,Manual,0,2,0,25524
M,F,30000,0,0,Partial College,Clerical,0,1,1,25525
S,M,30000,0,0,Partial College,Clerical,0,1,0,25526
S,M,20000,2,0,Partial High School,Manual,0,2,0,25527
S,F,30000,0,0,Partial College,Clerical,0,1,1,25528
S,M,10000,1,0,Graduate Degree,Manual,1,0,0,25529
S,M,10000,1,0,Graduate Degree,Manual,0,0,0,25530
M,F,30000,5,0,Graduate Degree,Clerical,0,0,1,25531
S,M,30000,5,0,Graduate Degree,Clerical,1,0,1,25532
S,F,10000,1,0,Bachelors,Manual,0,0,0,25533
M,M,20000,1,0,Graduate Degree,Clerical,0,0,0,25534
S,F,20000,1,0,Graduate Degree,Clerical,1,0,0,25535
S,F,20000,1,0,Graduate Degree,Clerical,1,0,0,25536
S,M,20000,1,0,Graduate Degree,Clerical,0,0,0,25537
S,M,30000,5,0,Graduate Degree,Clerical,1,0,1,25538
M,M,30000,5,0,Graduate Degree,Clerical,1,0,1,25539
M,M,30000,4,0,Graduate Degree,Clerical,1,0,1,25540
M,M,10000,1,0,Bachelors,Manual,0,0,0,25541
S,M,10000,1,0,Bachelors,Manual,0,0,0,25542
M,M,10000,2,0,Partial College,Manual,1,0,0,25543
S,M,20000,1,0,Bachelors,Clerical,0,0,0,25544
S,F,10000,2,0,Partial College,Manual,0,0,0,25545
S,F,10000,2,0,Partial College,Manual,1,1,1,25546
S,F,20000,1,0,Bachelors,Clerical,0,0,0,25547
S,F,20000,1,0,Bachelors,Clerical,1,0,1,25548
S,F,10000,2,0,Partial College,Manual,0,1,0,25549
M,F,20000,1,0,Partial College,Manual,1,0,1,25550
M,M,20000,1,0,Partial College,Manual,0,0,0,25551
S,F,30000,1,0,Bachelors,Clerical,1,0,1,25552
M,M,30000,1,0,Bachelors,Clerical,1,0,1,25553
S,M,10000,3,0,Partial College,Manual,0,1,0,25554
M,F,10000,0,0,Partial College,Manual,0,1,1,25555
S,F,10000,0,0,Partial College,Manual,1,1,1,25556
M,M,10000,0,0,Partial College,Manual,1,1,1,25557
S,M,10000,0,0,Partial College,Manual,1,1,1,25558
S,M,20000,0,0,Bachelors,Clerical,1,0,1,25559
M,F,10000,0,0,Partial College,Manual,1,1,1,25560
S,M,10000,0,0,High School,Manual,0,2,1,25561
M,F,20000,0,0,Bachelors,Clerical,1,0,1,25562
S,F,20000,0,0,Bachelors,Clerical,0,0,1,25563
S,M,10000,1,1,High School,Manual,1,0,1,25564
S,M,10000,1,1,High School,Manual,0,0,1,25565
M,F,20000,0,0,Partial College,Manual,1,0,1,25566
S,M,20000,0,0,Partial College,Manual,0,0,1,25567
M,F,20000,0,0,Partial College,Manual,1,0,1,25568
S,M,10000,3,0,Partial College,Manual,0,2,0,25569
S,F,20000,1,0,Partial College,Manual,1,0,0,25570
S,M,30000,1,0,Bachelors,Clerical,0,0,1,25571
S,M,30000,1,0,Bachelors,Clerical,0,0,1,25572
M,F,30000,1,0,Bachelors,Clerical,1,0,1,25573
S,M,30000,4,0,Graduate Degree,Clerical,0,0,1,25574
S,M,30000,4,0,Graduate Degree,Clerical,0,0,1,25575
S,F,30000,3,0,Graduate Degree,Clerical,0,0,1,25576
S,M,30000,3,0,Graduate Degree,Clerical,1,0,1,25577
M,F,30000,3,0,Graduate Degree,Clerical,1,0,1,25578
M,M,10000,1,1,High School,Manual,0,1,0,25579
M,F,10000,1,1,High School,Manual,1,1,0,25580
S,F,20000,1,1,Partial College,Manual,1,0,0,25581
M,M,20000,1,1,Partial College,Manual,0,0,1,25582
S,F,20000,2,0,Partial College,Manual,0,1,1,25583
M,F,30000,3,0,Graduate Degree,Clerical,1,0,1,25584
M,M,30000,3,0,Graduate Degree,Clerical,1,0,1,25585
S,F,30000,1,0,Graduate Degree,Clerical,1,0,1,25586
M,M,30000,3,0,Bachelors,Clerical,1,0,1,25587
S,M,30000,3,0,Bachelors,Clerical,1,0,1,25588
S,F,30000,0,0,Bachelors,Clerical,1,0,1,25589
S,F,20000,0,0,Partial College,Manual,0,1,1,25590
S,M,20000,0,0,Partial College,Manual,1,1,1,25591
S,F,10000,2,2,High School,Manual,0,0,0,25592
M,M,10000,2,2,High School,Manual,1,0,1,25593
M,F,30000,0,0,Bachelors,Clerical,1,0,1,25594
S,M,30000,0,0,Bachelors,Clerical,0,0,1,25595
M,F,30000,0,0,Bachelors,Clerical,0,0,1,25596
S,M,30000,0,0,Bachelors,Clerical,0,0,1,25597
M,F,40000,0,0,Graduate Degree,Clerical,1,0,1,25598
S,M,10000,2,2,High School,Manual,1,1,1,25599
M,M,30000,0,0,Bachelors,Clerical,1,0,1,25600
S,F,30000,1,0,Bachelors,Clerical,0,0,1,25601
S,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,25602
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,25603
S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,1,25604
S,F,20000,2,0,Partial College,Manual,0,1,1,25605
S,F,20000,2,0,Partial College,Manual,1,1,1,25606
S,F,20000,2,0,Partial College,Manual,0,1,1,25607
S,F,20000,2,0,Partial College,Manual,0,1,1,25608
S,F,20000,2,0,Partial College,Manual,0,1,1,25609
S,F,10000,2,2,High School,Manual,1,1,1,25610
S,F,10000,3,3,High School,Manual,1,0,1,25611
S,M,20000,1,1,Partial College,Manual,0,0,1,25612
M,M,20000,1,1,Partial College,Manual,1,0,1,25613
M,F,20000,1,1,Partial College,Manual,1,1,1,25614
M,F,30000,1,0,Bachelors,Clerical,1,0,1,25615
M,M,30000,1,0,Bachelors,Clerical,1,0,1,25616
M,M,30000,1,0,Bachelors,Clerical,1,0,1,25617
M,M,30000,1,0,Bachelors,Clerical,0,0,1,25618
M,M,30000,1,0,Bachelors,Clerical,1,0,1,25619
M,M,90000,4,4,Bachelors,Management,1,1,0,25620
M,M,90000,4,4,Bachelors,Management,1,1,0,25621
S,F,100000,2,0,Bachelors,Management,1,2,1,25622
M,F,100000,2,0,Bachelors,Management,1,2,1,25623
M,F,100000,3,0,Bachelors,Management,1,3,0,25624
M,F,10000,3,2,Partial High School,Manual,1,1,1,25625
M,F,10000,3,2,Partial High School,Manual,1,1,1,25626
M,M,20000,2,2,High School,Manual,1,2,0,25627
M,F,20000,3,3,High School,Manual,1,0,0,25628
M,M,10000,3,2,Partial High School,Manual,1,2,0,25629
M,F,10000,3,2,Partial High School,Manual,1,2,0,25630
S,F,20000,3,3,High School,Manual,0,2,0,25631
S,M,20000,2,0,Partial College,Manual,0,1,0,25632
M,F,30000,1,0,Bachelors,Skilled Manual,1,1,0,25633
S,F,40000,0,0,Bachelors,Professional,0,0,1,25634
M,M,40000,0,0,Bachelors,Professional,0,0,1,25635
S,M,40000,0,0,Bachelors,Professional,0,0,1,25636
M,F,80000,0,0,Graduate Degree,Skilled Manual,1,0,1,25637
S,M,30000,2,2,Partial College,Clerical,0,0,0,25638
M,M,30000,2,2,Partial College,Clerical,1,1,1,25639
S,F,30000,2,2,Partial College,Clerical,1,1,1,25640
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,1,25641
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,1,25642
M,M,30000,2,2,Partial College,Clerical,1,2,0,25643
M,M,30000,2,2,Partial College,Clerical,1,2,0,25644
S,M,30000,2,2,Partial College,Clerical,1,2,0,25645
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,1,25646
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,1,25647
M,F,30000,2,2,Partial College,Clerical,1,3,0,25648
S,F,30000,3,3,Partial College,Clerical,1,0,1,25649
M,F,30000,3,3,Partial College,Clerical,1,0,0,25650
M,M,40000,1,0,Bachelors,Skilled Manual,0,0,1,25651
S,F,20000,0,0,High School,Manual,0,1,0,25652
S,M,20000,0,0,High School,Manual,0,1,0,25653
M,F,20000,4,4,High School,Manual,1,2,0,25654
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,1,25655
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,1,25656
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,1,25657
M,M,40000,1,0,Bachelors,Skilled Manual,0,0,1,25658
M,M,40000,1,0,Bachelors,Skilled Manual,1,1,1,25659
M,M,40000,1,0,Bachelors,Skilled Manual,1,1,1,25660
M,M,40000,1,0,Bachelors,Skilled Manual,1,1,1,25661
M,M,30000,3,3,Partial College,Clerical,1,2,0,25662
M,M,30000,3,3,Partial College,Clerical,1,2,0,25663
M,M,30000,4,4,Partial College,Clerical,1,1,0,25664
S,F,20000,0,0,High School,Manual,0,1,0,25665
M,M,30000,5,5,Partial College,Clerical,1,3,0,25666
S,F,30000,0,0,Partial College,Clerical,0,1,0,25667
S,F,30000,0,0,Partial College,Clerical,1,1,0,25668
S,F,30000,0,0,Partial College,Clerical,0,1,0,25669
S,F,20000,0,0,High School,Manual,0,1,0,25670
S,M,20000,0,0,High School,Manual,0,1,0,25671
S,F,10000,0,0,Partial High School,Manual,1,2,0,25672
S,M,20000,0,0,High School,Manual,1,1,0,25673
S,M,30000,0,0,Partial College,Clerical,0,1,1,25674
S,M,30000,0,0,Partial College,Clerical,0,1,1,25675
S,F,30000,0,0,Partial College,Clerical,1,1,0,25676
M,F,20000,0,0,Partial High School,Manual,1,2,0,25677
S,F,20000,0,0,Partial High School,Manual,0,2,0,25678
S,F,30000,0,0,Partial College,Clerical,0,1,0,25679
S,M,30000,0,0,Partial College,Clerical,0,1,0,25680
S,F,30000,0,0,Partial College,Clerical,0,1,1,25681
M,F,10000,0,0,Partial High School,Manual,1,2,0,25682
S,F,10000,0,0,Graduate Degree,Manual,0,0,1,25683
S,M,10000,1,0,Graduate Degree,Manual,0,0,0,25684
M,F,10000,1,0,Bachelors,Manual,1,0,0,25685
S,F,20000,1,0,Graduate Degree,Manual,0,0,0,25686
S,F,10000,1,0,Bachelors,Manual,0,0,0,25687
S,M,10000,1,0,Bachelors,Manual,1,0,0,25688
S,F,20000,1,0,Graduate Degree,Clerical,1,0,0,25689
M,M,20000,1,0,Graduate Degree,Clerical,1,0,0,25690
M,M,20000,1,0,Graduate Degree,Clerical,0,0,0,25691
M,M,30000,1,0,Graduate Degree,Clerical,1,0,0,25692
S,F,30000,5,0,Graduate Degree,Clerical,1,0,1,25693
S,F,30000,4,0,Graduate Degree,Clerical,1,0,1,25694
S,F,10000,1,0,Bachelors,Manual,0,0,0,25695
M,M,10000,1,0,Partial College,Manual,1,0,0,25696
S,M,10000,2,0,Partial College,Manual,0,0,0,25697
M,F,10000,2,0,Partial College,Manual,1,0,0,25698
S,M,10000,2,0,Partial College,Manual,1,0,0,25699
S,F,10000,2,0,Partial College,Manual,1,1,1,25700
M,M,20000,1,0,Bachelors,Clerical,1,0,1,25701
S,F,20000,1,0,Partial College,Manual,1,0,1,25702
M,F,30000,1,0,Bachelors,Clerical,1,0,1,25703
S,M,10000,0,0,Partial College,Manual,1,1,1,25704
S,M,10000,0,0,Partial College,Manual,1,1,1,25705
S,M,10000,0,0,Partial College,Manual,0,1,1,25706
M,M,10000,0,0,Partial College,Manual,1,1,1,25707
S,F,10000,0,0,Partial College,Manual,0,1,1,25708
M,F,10000,1,1,High School,Manual,1,0,1,25709
M,F,20000,0,0,Bachelors,Clerical,0,0,1,25710
S,M,20000,0,0,Bachelors,Clerical,0,0,1,25711
S,M,20000,0,0,Bachelors,Clerical,1,0,1,25712
S,F,20000,0,0,Bachelors,Clerical,1,0,1,25713
S,M,20000,0,0,Bachelors,Clerical,1,0,1,25714
S,F,20000,0,0,Bachelors,Clerical,0,0,1,25715
S,M,20000,0,0,Bachelors,Clerical,0,0,1,25716
M,M,20000,0,0,Bachelors,Clerical,1,0,1,25717
S,M,20000,0,0,Partial College,Manual,0,0,1,25718
S,F,20000,2,0,Partial College,Manual,0,0,0,25719
M,M,20000,2,0,Partial College,Manual,0,1,1,25720
M,F,30000,1,0,Bachelors,Clerical,1,0,1,25721
S,M,20000,1,1,Partial College,Manual,0,0,1,25722
S,F,30000,4,0,Graduate Degree,Clerical,0,0,1,25723
M,F,30000,4,0,Graduate Degree,Clerical,1,0,1,25724
M,M,30000,4,0,Graduate Degree,Clerical,1,0,1,25725
S,M,30000,4,0,Graduate Degree,Clerical,1,0,1,25726
M,F,30000,4,0,Graduate Degree,Clerical,1,0,1,25727
M,M,30000,3,0,Graduate Degree,Clerical,0,0,1,25728
M,F,20000,1,1,Partial College,Manual,1,0,1,25729
S,F,20000,1,1,Partial College,Manual,1,0,1,25730
S,F,20000,1,1,Partial College,Manual,1,0,1,25731
M,F,20000,1,1,Partial College,Manual,0,0,1,25732
S,F,10000,1,1,High School,Manual,1,1,0,25733
S,M,30000,1,0,Graduate Degree,Clerical,0,0,1,25734
S,F,30000,3,0,Graduate Degree,Clerical,1,0,1,25735
M,M,30000,3,0,Bachelors,Clerical,1,0,1,25736
M,M,40000,3,0,Graduate Degree,Clerical,1,0,1,25737
M,F,30000,0,0,Bachelors,Clerical,1,0,1,25738
S,M,30000,1,0,Bachelors,Clerical,0,0,1,25739
M,F,10000,1,1,High School,Manual,1,2,0,25740
M,F,30000,0,0,Bachelors,Clerical,1,0,1,25741
S,F,10000,2,2,High School,Manual,1,0,1,25742
M,M,30000,0,0,Bachelors,Clerical,0,0,1,25743
M,M,30000,0,0,Bachelors,Clerical,1,0,1,25744
S,F,20000,0,0,Partial College,Manual,0,1,1,25745
S,F,20000,0,0,Partial College,Manual,1,1,1,25746
S,M,20000,0,0,Partial College,Manual,0,1,1,25747
S,F,30000,1,0,Bachelors,Clerical,0,0,1,25748
M,F,30000,1,0,Bachelors,Clerical,0,0,1,25749
S,M,40000,0,0,Graduate Degree,Clerical,1,0,1,25750
M,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,25751
S,F,20000,2,0,Partial College,Manual,0,1,1,25752
S,F,10000,3,0,High School,Manual,0,2,0,25753
S,M,10000,4,0,High School,Manual,0,2,0,25754
M,M,10000,3,3,High School,Manual,1,0,0,25755
M,F,20000,1,1,Partial College,Manual,1,0,1,25756
S,M,20000,1,1,Partial College,Manual,0,0,1,25757
M,F,20000,1,1,Partial College,Manual,0,0,1,25758
S,F,20000,1,1,Partial College,Manual,1,1,1,25759
M,F,30000,1,0,Bachelors,Clerical,1,0,1,25760
S,F,30000,1,0,Bachelors,Clerical,1,0,1,25761
M,F,30000,1,0,Bachelors,Clerical,1,0,1,25762
M,F,90000,4,4,Partial College,Skilled Manual,1,3,0,25763
S,F,90000,4,4,Partial College,Skilled Manual,0,3,0,25764
S,F,100000,2,0,Bachelors,Management,0,3,1,25765
M,F,100000,3,0,Bachelors,Management,1,3,0,25766
S,F,100000,3,0,Bachelors,Management,0,3,1,25767
M,M,120000,2,4,High School,Professional,1,4,0,25768
S,M,130000,2,4,Partial College,Professional,0,2,1,25769
M,M,90000,2,1,High School,Professional,1,2,1,25770
S,F,120000,3,4,High School,Professional,0,4,0,25771
S,M,120000,3,4,High School,Professional,1,4,0,25772
S,M,120000,3,4,High School,Professional,0,4,0,25773
M,M,130000,3,4,Partial College,Professional,1,3,1,25774
M,F,130000,3,4,Partial College,Professional,1,3,1,25775
M,M,160000,2,4,High School,Professional,1,3,1,25776
M,F,90000,2,1,High School,Professional,1,2,1,25777
M,M,130000,3,4,Partial College,Professional,1,3,1,25778
M,M,90000,5,0,Partial College,Professional,0,2,1,25779
S,F,90000,5,0,Partial College,Professional,0,2,1,25780
S,M,160000,3,4,Bachelors,Management,0,3,0,25781
M,M,130000,4,4,Partial College,Professional,0,4,0,25782
S,M,130000,4,4,Partial College,Professional,0,4,0,25783
S,M,160000,3,4,Bachelors,Management,0,4,0,25784
S,M,90000,3,2,High School,Professional,1,1,0,25785
M,F,90000,3,2,Partial College,Professional,1,1,1,25786
M,M,100000,3,4,High School,Professional,1,3,0,25787
S,F,110000,3,4,Partial College,Professional,0,4,0,25788
S,F,90000,4,2,Partial College,Professional,1,2,0,25789
M,M,100000,3,4,Bachelors,Management,0,3,0,25790
S,M,100000,3,4,Bachelors,Management,0,4,0,25791
S,F,110000,3,4,Bachelors,Management,1,4,0,25792
M,F,110000,2,5,Partial College,Professional,0,1,1,25793
S,F,90000,4,1,High School,Professional,1,2,0,25794
S,F,110000,4,5,Partial College,Professional,1,2,1,25795
M,M,130000,4,5,High School,Professional,1,3,1,25796
M,M,80000,4,2,High School,Professional,1,2,0,25797
S,M,130000,4,5,High School,Professional,0,3,1,25798
S,F,130000,4,5,High School,Professional,0,3,0,25799
S,F,110000,4,5,High School,Management,0,3,0,25800
M,M,150000,4,5,Partial College,Management,0,4,0,25801
S,M,120000,4,5,Partial College,Management,0,3,0,25802
M,M,120000,4,5,High School,Management,1,3,0,25803
M,M,150000,4,5,Partial College,Management,1,4,0,25804
M,F,170000,5,5,Partial College,Management,0,4,1,25805
S,M,70000,5,1,Partial High School,Skilled Manual,1,3,0,25806
M,F,90000,5,0,Partial High School,Skilled Manual,1,2,0,25807
S,F,90000,5,0,Partial High School,Skilled Manual,1,2,0,25808
M,M,60000,0,0,Bachelors,Professional,1,3,0,25809
S,M,60000,0,0,Bachelors,Professional,1,4,0,25810
S,M,70000,0,0,Bachelors,Professional,0,2,0,25811
S,F,70000,0,0,Bachelors,Professional,1,3,0,25812
S,M,80000,0,0,Bachelors,Professional,1,3,0,25813
S,F,80000,0,0,Bachelors,Professional,0,3,0,25814
M,F,80000,0,0,Bachelors,Professional,1,3,0,25815
M,F,80000,0,0,Bachelors,Professional,0,3,0,25816
M,M,80000,0,0,Bachelors,Professional,1,3,0,25817
S,M,80000,0,0,Bachelors,Professional,1,3,0,25818
M,M,90000,0,0,Bachelors,Professional,0,3,1,25819
M,M,90000,0,0,Bachelors,Professional,1,3,0,25820
S,F,110000,0,5,Partial College,Management,1,3,1,25821
M,M,110000,0,5,Partial College,Management,1,3,1,25822
S,M,110000,0,5,Partial College,Management,1,3,1,25823
M,M,90000,0,0,Bachelors,Professional,0,3,0,25824
M,F,90000,0,0,Bachelors,Professional,1,3,0,25825
M,M,110000,0,5,Partial College,Management,0,3,1,25826
S,F,100000,0,5,High School,Management,1,3,1,25827
M,M,100000,0,5,Partial High School,Professional,1,4,1,25828
M,F,110000,0,5,High School,Management,1,4,1,25829
M,M,120000,0,5,Partial High School,Professional,1,4,1,25830
M,M,110000,0,5,High School,Management,1,4,1,25831
S,M,110000,0,5,Partial High School,Professional,0,4,1,25832
M,F,40000,4,0,High School,Professional,1,2,0,25833
S,M,30000,4,0,High School,Professional,0,2,0,25834
M,F,30000,4,0,High School,Professional,0,2,0,25835
M,M,50000,3,0,Graduate Degree,Management,1,2,0,25836
M,M,50000,3,0,Graduate Degree,Management,1,2,0,25837
S,F,60000,3,0,Graduate Degree,Management,1,2,0,25838
M,M,60000,3,0,Graduate Degree,Management,1,2,0,25839
M,F,60000,3,0,Graduate Degree,Management,1,2,1,25840
S,F,60000,3,0,Graduate Degree,Management,0,2,0,25841
M,M,60000,3,0,Graduate Degree,Management,1,2,0,25842
S,M,60000,3,0,Graduate Degree,Management,1,2,0,25843
S,F,40000,4,0,High School,Professional,0,2,0,25844
S,M,60000,3,0,Bachelors,Management,0,2,0,25845
M,F,60000,3,0,Bachelors,Management,1,2,0,25846
M,F,60000,3,0,Graduate Degree,Management,1,2,0,25847
S,M,40000,4,0,High School,Professional,1,2,0,25848
M,F,50000,3,0,Bachelors,Management,1,2,0,25849
M,M,50000,3,0,Bachelors,Management,1,2,0,25850
S,M,50000,4,0,Bachelors,Management,0,2,0,25851
S,F,50000,4,0,Bachelors,Management,0,2,0,25852
M,F,60000,4,0,Bachelors,Management,1,2,0,25853
M,M,60000,4,0,Bachelors,Management,1,2,0,25854
S,M,60000,4,0,Bachelors,Management,0,2,0,25855
S,M,30000,4,0,High School,Professional,1,2,1,25856
S,F,30000,5,0,Partial High School,Clerical,0,2,1,25857
S,F,20000,5,0,Partial High School,Clerical,1,3,0,25858
S,F,20000,5,0,Partial High School,Clerical,1,3,0,25859
S,M,20000,5,0,Partial High School,Clerical,1,3,0,25860
M,M,30000,5,0,Partial High School,Skilled Manual,1,4,1,25861
M,M,30000,2,1,Partial High School,Skilled Manual,0,2,0,25862
S,F,40000,5,0,High School,Professional,1,3,1,25863
M,F,40000,5,0,High School,Professional,1,3,1,25864
M,M,40000,5,0,High School,Professional,1,3,1,25865
M,M,40000,5,0,High School,Professional,1,4,1,25866
S,M,70000,5,0,Bachelors,Management,1,3,1,25867
M,F,70000,5,0,Bachelors,Management,1,3,1,25868
M,M,40000,2,1,High School,Professional,1,2,0,25869
M,M,40000,2,1,High School,Professional,1,2,0,25870
S,M,40000,2,1,High School,Professional,1,2,0,25871
S,F,70000,2,1,Bachelors,Management,0,1,1,25872
S,M,70000,2,1,Bachelors,Management,1,1,0,25873
M,F,70000,2,1,Bachelors,Management,1,1,0,25874
M,F,40000,2,1,High School,Professional,0,2,1,25875
M,M,60000,2,1,Partial College,Professional,1,1,1,25876
S,F,60000,2,1,Partial College,Professional,1,1,0,25877
S,F,60000,2,1,Bachelors,Management,0,0,1,25878
S,F,60000,2,1,Bachelors,Management,1,0,1,25879
M,M,60000,2,1,Bachelors,Management,1,0,0,25880
M,F,60000,2,1,Bachelors,Management,1,0,0,25881
M,M,60000,2,1,Bachelors,Management,1,0,0,25882
M,M,60000,2,1,Partial College,Professional,1,2,1,25883
M,M,40000,2,1,Partial High School,Skilled Manual,1,2,0,25884
M,F,40000,2,1,Partial High School,Skilled Manual,1,2,0,25885
M,F,60000,2,1,Partial College,Professional,1,2,1,25886
M,M,60000,2,1,Partial College,Professional,1,2,1,25887
M,F,60000,2,1,Partial College,Professional,1,2,1,25888
M,M,60000,2,1,Partial College,Professional,0,1,1,25889
M,F,60000,2,1,Partial College,Professional,1,1,0,25890
S,M,80000,3,1,Bachelors,Management,0,1,1,25891
M,F,60000,2,1,High School,Professional,1,2,1,25892
S,F,60000,2,1,High School,Professional,1,2,0,25893
M,M,60000,2,1,Partial College,Professional,1,2,0,25894
M,M,40000,2,1,Partial High School,Skilled Manual,0,4,1,25895
M,F,70000,2,1,High School,Professional,1,2,0,25896
M,F,70000,2,1,High School,Professional,1,2,0,25897
M,F,70000,2,1,High School,Professional,1,2,0,25898
M,F,70000,2,1,High School,Professional,1,2,0,25899
M,F,70000,2,1,Partial High School,Skilled Manual,1,2,0,25900
M,M,70000,2,1,Partial High School,Skilled Manual,0,2,1,25901
M,M,70000,2,1,Partial High School,Skilled Manual,1,2,0,25902
M,M,70000,2,1,Partial High School,Skilled Manual,1,2,1,25903
S,M,60000,3,1,High School,Professional,1,2,0,25904
M,M,60000,3,1,Partial High School,Skilled Manual,0,3,1,25905
S,F,10000,5,0,High School,Skilled Manual,0,2,0,25906
M,F,10000,2,1,High School,Skilled Manual,1,2,0,25907
M,F,60000,0,0,Partial College,Skilled Manual,0,1,0,25908
M,M,60000,0,0,Partial College,Skilled Manual,1,1,1,25909
M,F,60000,0,0,Partial College,Skilled Manual,1,1,1,25910
S,F,40000,0,0,High School,Skilled Manual,0,2,1,25911
M,M,10000,2,1,Partial High School,Clerical,1,2,0,25912
M,M,10000,2,1,Partial High School,Clerical,1,2,0,25913
M,M,30000,0,0,Partial College,Skilled Manual,1,1,0,25914
S,F,30000,0,0,Partial College,Skilled Manual,0,1,0,25915
M,F,60000,0,0,Partial College,Skilled Manual,1,2,1,25916
M,M,60000,0,0,Partial College,Skilled Manual,0,2,1,25917
S,F,30000,2,0,Partial College,Clerical,0,2,1,25918
M,F,30000,2,0,Partial College,Clerical,0,2,1,25919
M,M,40000,2,0,Bachelors,Management,0,2,1,25920
S,M,30000,2,0,Partial College,Clerical,0,2,1,25921
S,F,30000,2,0,Partial College,Clerical,1,2,1,25922
S,M,10000,2,1,Partial High School,Clerical,1,2,0,25923
S,F,70000,0,0,Partial College,Skilled Manual,0,2,1,25924
M,F,40000,0,0,Bachelors,Professional,0,2,0,25925
M,M,20000,4,0,High School,Skilled Manual,1,2,1,25926
S,F,20000,2,1,High School,Skilled Manual,1,2,1,25927
M,M,20000,2,1,High School,Skilled Manual,1,2,1,25928
S,F,40000,0,0,Partial College,Skilled Manual,0,1,0,25929
S,M,40000,0,0,Partial College,Skilled Manual,1,1,0,25930
S,M,40000,0,0,Partial College,Skilled Manual,1,1,0,25931
S,M,40000,0,0,Partial College,Skilled Manual,0,1,0,25932
S,M,60000,0,0,Partial College,Skilled Manual,0,2,0,25933
S,M,70000,0,0,Partial College,Skilled Manual,0,2,0,25934
M,F,20000,2,1,Partial High School,Clerical,1,2,1,25935
S,F,20000,2,1,Partial High School,Clerical,1,2,1,25936
M,M,20000,2,1,Partial High School,Clerical,1,2,1,25937
S,M,30000,3,0,Partial College,Clerical,0,2,1,25938
M,M,20000,2,1,Partial High School,Clerical,1,2,1,25939
S,M,20000,2,1,Partial High School,Clerical,1,2,1,25940
M,F,20000,2,1,Partial High School,Clerical,1,2,1,25941
S,F,60000,0,0,Partial College,Skilled Manual,0,2,1,25942
S,F,70000,0,0,Partial College,Skilled Manual,0,2,1,25943
S,M,20000,2,1,Partial High School,Clerical,1,2,1,25944
M,M,30000,3,0,High School,Skilled Manual,1,2,1,25945
M,F,40000,2,0,Partial College,Skilled Manual,1,2,1,25946
S,M,40000,3,0,Partial High School,Clerical,1,2,1,25947
S,F,40000,3,0,Partial High School,Clerical,0,2,1,25948
S,F,40000,3,0,Partial High School,Clerical,1,2,1,25949
S,M,40000,0,0,High School,Skilled Manual,1,2,0,25950
S,M,40000,0,0,High School,Skilled Manual,0,2,1,25951
S,M,40000,0,0,High School,Skilled Manual,0,2,1,25952
M,M,40000,0,0,High School,Skilled Manual,1,2,0,25953
M,M,60000,0,0,Partial College,Skilled Manual,0,2,0,25954
S,F,60000,0,0,Partial College,Skilled Manual,0,2,1,25955
M,M,50000,0,0,High School,Skilled Manual,1,2,0,25956
M,F,60000,0,0,Partial College,Professional,0,2,0,25957
S,M,80000,2,0,High School,Skilled Manual,1,2,1,25958
S,F,60000,0,0,Partial College,Professional,0,2,0,25959
M,M,70000,2,0,High School,Skilled Manual,1,2,1,25960
S,M,70000,2,0,High School,Skilled Manual,1,2,1,25961
S,F,80000,0,0,Bachelors,Management,0,1,1,25962
S,M,60000,0,0,Partial College,Professional,1,2,0,25963
S,M,60000,0,0,Partial College,Professional,0,2,1,25964
S,F,130000,0,1,Graduate Degree,Management,0,4,0,25965
M,M,130000,1,1,Graduate Degree,Management,1,4,0,25966
M,F,70000,2,0,Partial High School,Skilled Manual,1,2,0,25967
M,M,60000,4,4,Bachelors,Skilled Manual,1,3,0,25968
M,M,60000,4,2,Bachelors,Skilled Manual,0,2,1,25969
S,F,60000,4,2,Bachelors,Skilled Manual,0,2,1,25970
S,F,70000,4,2,Bachelors,Professional,1,2,1,25971
S,F,70000,4,2,Bachelors,Professional,0,2,1,25972
S,F,70000,4,2,Bachelors,Professional,0,2,1,25973
M,M,70000,4,2,Bachelors,Professional,1,2,1,25974
S,F,70000,4,2,Bachelors,Professional,0,2,1,25975
S,M,70000,0,0,Bachelors,Professional,0,1,1,25976
M,F,60000,2,2,Graduate Degree,Professional,1,0,1,25977
S,F,90000,5,0,Bachelors,Professional,1,0,1,25978
