CustomerKey,YearlyIncome,TotalSpend
25411,40000.00,1214.85
25412,60000.00,1223.84
25413,60000.00,1228.83
25414,70000.00,2453.04
25415,70000.00,2433.04
25416,20000.00,40.22
25417,50000.00,1308.31
25418,50000.00,1223.84
25419,50000.00,1249.84
25420,50000.00,1268.84
25421,50000.00,1249.84
25422,80000.00,71.58
25423,80000.00,2478.04
25424,70000.00,71.58
25425,70000.00,2438.06
25426,70000.00,2419.06
25427,70000.00,2393.06
25428,70000.00,36.59
25429,80000.00,2393.06
25430,80000.00,2419.06
25431,40000.00,71.58
25432,40000.00,1249.84
25433,40000.00,4.99
25434,50000.00,38.88
25435,50000.00,36.59
25436,50000.00,1243.84
25437,50000.00,13.98
25438,50000.00,95.57
25439,50000.00,71.58
25440,50000.00,57.09
25441,50000.00,71.58
25442,40000.00,1735.98
25443,40000.00,1750.98
25444,40000.00,1754.98
25445,40000.00,1735.98
25446,40000.00,1151.76
25447,40000.00,1164.47
25448,40000.00,1174.48
25449,10000.00,608.96
25450,20000.00,567.76
25451,20000.00,574.98
25452,30000.00,2384.07
25453,30000.00,1170.48
25454,30000.00,1155.48
25455,10000.00,565.47
25456,10000.00,4.99
25457,10000.00,2420.34
25458,20000.00,2413.06
25459,20000.00,553.97
25460,20000.00,553.97
25461,40000.00,1775.97
25462,40000.00,1764.96
25463,20000.00,2384.07
25464,20000.00,2453.04
25465,20000.00,1155.48
25466,10000.00,4.99
25467,20000.00,1151.76
25468,20000.00,548.98
25469,20000.00,39.98
25470,20000.00,162.99
25471,20000.00,39.98
25472,30000.00,27.77
25473,30000.00,4.99
25474,10000.00,38.98
25475,10000.00,39.98
25476,20000.00,4.99
25477,30000.00,3.99
25478,40000.00,1735.98
25479,40000.00,1799.95
25480,40000.00,1120.49
25481,80000.00,2478.34
25482,30000.00,162.99
25483,20000.00,7.28
25484,30000.00,2469.05
25485,30000.00,1223.84
25486,30000.00,548.98
25487,30000.00,31.73
25488,40000.00,1120.49
25489,40000.00,1147.77
25490,30000.00,7.28
25491,30000.00,7.28
25492,40000.00,1764.96
25493,40000.00,1243.44
25494,30000.00,39.98
25495,30000.00,39.98
25496,30000.00,13.98
25497,40000.00,1700.99
25498,40000.00,1785.97
25499,30000.00,38.98
25500,30000.00,1170.48
25501,40000.00,1155.48
25502,40000.00,1174.48
25503,30000.00,48.97
25504,30000.00,578.46
25505,30000.00,38.98
25506,30000.00,1155.48
25507,30000.00,4.99
25508,30000.00,539.99
25509,30000.00,21.49
25510,30000.00,1212.95
25511,30000.00,1134.47
25512,20000.00,38.98
25513,20000.00,7.28
25514,20000.00,7.28
25515,20000.00,39.98
25516,10000.00,21.49
25517,20000.00,39.98
25518,20000.00,39.98
25519,20000.00,39.98
25520,20000.00,114.46
25521,20000.00,30.48
25522,30000.00,628.97
25523,20000.00,38.98
25524,20000.00,25.48
25525,30000.00,663.44
25526,30000.00,60.47
25527,20000.00,7.28
25528,30000.00,565.47
25529,10000.00,21.49
25530,10000.00,23.78
25531,30000.00,1188.46
25532,30000.00,1223.84
25533,10000.00,27.77
25534,20000.00,4.99
25535,20000.00,39.98
25536,20000.00,21.49
25537,20000.00,38.98
25538,30000.00,1228.83
25539,30000.00,1277.83
25540,30000.00,1223.84
25541,10000.00,21.49
25542,10000.00,13.98
25543,10000.00,49.97
25544,20000.00,3.99
25545,10000.00,38.98
25546,10000.00,1179.47
25547,20000.00,3.99
25548,20000.00,603.49
25549,10000.00,7.28
25550,20000.00,574.98
25551,20000.00,143.78
25552,30000.00,553.97
25553,30000.00,1120.49
25554,10000.00,7.28
25555,10000.00,1277.5582
25556,10000.00,1253.0682
25557,10000.00,1262.8682
25558,10000.00,1307.0582
25559,20000.00,1253.0682
25560,10000.00,1288.0582
25561,10000.00,1288.0582
25562,20000.00,1239.0882
25563,20000.00,1239.0882
25564,10000.00,1253.0682
25565,10000.00,1239.0882
25566,20000.00,1253.0682
25567,20000.00,1239.0882
25568,20000.00,1253.0682
25569,10000.00,89.97
25570,20000.00,29.48
25571,30000.00,588.96
25572,30000.00,1169.46
25573,30000.00,1155.48
25574,30000.00,1273.83
25575,30000.00,539.99
25576,30000.00,1170.48
25577,30000.00,1155.48
25578,30000.00,1155.48
25579,10000.00,39.98
25580,10000.00,39.98
25581,20000.00,34.47
25582,20000.00,1164.47
25583,20000.00,583.97
25584,30000.00,1169.46
25585,30000.00,1188.46
25586,30000.00,1223.84
25587,30000.00,539.99
25588,30000.00,1223.84
25589,30000.00,539.99
25590,20000.00,583.97
25591,20000.00,548.98
25592,10000.00,38.98
25593,10000.00,1264.84
25594,30000.00,1214.85
25595,30000.00,553.97
25596,30000.00,539.99
25597,30000.00,539.99
25598,40000.00,1151.76
25599,10000.00,1174.48
25600,30000.00,1268.84
25601,30000.00,583.97
25602,60000.00,1763.97
25603,60000.00,1169.46
25604,60000.00,1174.48
25605,20000.00,600.46
25606,20000.00,1249.84
25607,20000.00,1253.32
25608,20000.00,539.99
25609,20000.00,565.47
25610,10000.00,574.98
25611,10000.00,564.48
25612,20000.00,574.98
25613,20000.00,1249.84
25614,20000.00,1228.83
25615,30000.00,574.98
25616,30000.00,539.99
25617,30000.00,1249.84
25618,30000.00,2398.05
25619,30000.00,1273.83
25620,90000.00,39.98
25621,90000.00,89.97
25622,100000.00,2398.05
25623,100000.00,2398.05
25624,100000.00,38.88
25625,10000.00,2433.04
25626,10000.00,548.98
25627,20000.00,47.97
25628,20000.00,6.28
25629,10000.00,23.78
25630,10000.00,39.98
25631,20000.00,38.98
25632,20000.00,53.98
25633,30000.00,110.46
25634,40000.00,1750.98
25635,40000.00,1754.98
25636,40000.00,1174.48
25637,80000.00,2510.94
25638,30000.00,39.98
25639,30000.00,1228.83
25640,30000.00,2428.05
25641,40000.00,561.48
25642,40000.00,583.97
25643,30000.00,39.98
25644,30000.00,18.97
25645,30000.00,21.49
25646,40000.00,539.99
25647,40000.00,563.77
25648,30000.00,4.99
25649,30000.00,1264.84
25650,30000.00,60.47
25651,40000.00,1785.97
25652,20000.00,39.98
25653,20000.00,30.48
25654,20000.00,39.98
25655,40000.00,571.72
25656,40000.00,539.99
25657,40000.00,609.45
25658,40000.00,1735.98
25659,40000.00,567.76
25660,40000.00,1735.98
25661,40000.00,1735.98
25662,30000.00,94.97
25663,30000.00,94.97
25664,30000.00,27.77
25665,20000.00,4.99
25666,30000.00,39.98
25667,30000.00,23.78
25668,30000.00,88.97
25669,30000.00,38.98
25670,20000.00,48.97
25671,20000.00,30.48
25672,10000.00,7.28
25673,20000.00,7.28
25674,30000.00,2419.06
25675,30000.00,548.98
25676,30000.00,66.97
25677,20000.00,59.98
25678,20000.00,60.47
25679,30000.00,39.98
25680,30000.00,27.77
25681,30000.00,2398.05
25682,10000.00,38.98
25683,10000.00,1251.12
25684,10000.00,23.78
25685,10000.00,21.49
25686,20000.00,6.28
25687,10000.00,12.98
25688,10000.00,68.97
25689,20000.00,6.28
25690,20000.00,38.98
25691,20000.00,27.77
25692,30000.00,66.97
25693,30000.00,1236.78
25694,30000.00,1223.84
25695,10000.00,33.98
25696,10000.00,42.97
25697,10000.00,68.97
25698,10000.00,68.97
25699,10000.00,47.97
25700,10000.00,1268.84
25701,20000.00,600.46
25702,20000.00,2419.06
25703,30000.00,607.96
25704,10000.00,1239.0882
25705,10000.00,1274.0782
25706,10000.00,1239.0882
25707,10000.00,1262.0582
25708,10000.00,1253.0682
25709,10000.00,1308.0582
25710,20000.00,1239.0882
25711,20000.00,1274.0782
25712,20000.00,1262.0582
25713,20000.00,1288.0582
25714,20000.00,1308.0582
25715,20000.00,1274.0782
25716,20000.00,1302.5882
25717,20000.00,1274.0782
25718,20000.00,1274.0782
25719,20000.00,60.47
25720,20000.00,2433.04
25721,30000.00,583.97
25722,20000.00,777.34
25723,30000.00,777.34
25724,30000.00,2442.03
25725,30000.00,2419.06
25726,30000.00,663.44
25727,30000.00,539.99
25728,30000.00,574.98
25729,20000.00,2433.04
25730,20000.00,2469.05
25731,20000.00,548.98
25732,20000.00,638.95
25733,10000.00,76.96
25734,30000.00,2384.07
25735,30000.00,2407.04
25736,30000.00,2453.04
25737,40000.00,1764.96
25738,30000.00,2398.05
25739,30000.00,539.99
25740,10000.00,53.99
25741,30000.00,567.76
25742,10000.00,2462.03
25743,30000.00,786.33
25744,30000.00,2428.29
25745,20000.00,2473.04
25746,20000.00,561.48
25747,20000.00,539.99
25748,30000.00,539.99
25749,30000.00,742.35
25750,40000.00,553.97
25751,60000.00,1759.97
25752,20000.00,756.33
25753,10000.00,3.99
25754,10000.00,23.78
25755,10000.00,6.28
25756,20000.00,2493.54
25757,20000.00,628.97
25758,20000.00,2428.05
25759,20000.00,742.35
25760,30000.00,567.76
25761,30000.00,562.96
25762,30000.00,2517.02
25763,90000.00,38.88
25764,90000.00,71.58
25765,100000.00,2438.06
25766,100000.00,32.60
25767,100000.00,2453.04
25768,120000.00,75.47
25769,130000.00,2514.93
25770,90000.00,2294.99
25771,120000.00,25.48
25772,120000.00,75.48
25773,120000.00,60.47
25774,130000.00,2537.32
25775,130000.00,2451.30
25776,160000.00,2514.61
25777,90000.00,2309.97
25778,130000.00,2443.35
25779,90000.00,2479.94
25780,90000.00,2479.94
25781,160000.00,39.98
25782,130000.00,58.98
25783,130000.00,4.99
25784,160000.00,4.99
25785,90000.00,4.99
25786,90000.00,2329.98
25787,100000.00,27.77
25788,110000.00,60.47
25789,90000.00,25.48
25790,100000.00,69.46
25791,100000.00,60.47
25792,110000.00,75.48
25793,110000.00,2479.94
25794,90000.00,23.78
25795,110000.00,2482.23
25796,130000.00,2475.95
25797,80000.00,21.49
25798,130000.00,2452.34
25799,130000.00,13.98
25800,110000.00,39.98
25801,150000.00,4.99
25802,120000.00,60.47
25803,120000.00,30.48
25804,150000.00,4.99
25805,170000.00,2501.31
25806,70000.00,23.78
25807,90000.00,88.98
25808,90000.00,77.96
25809,60000.00,21.49
25810,60000.00,114.46
25811,70000.00,86.45
25812,70000.00,113.97
25813,80000.00,26.97
25814,80000.00,61.96
25815,80000.00,39.98
25816,80000.00,7.28
25817,80000.00,7.28
25818,80000.00,35.96
25819,90000.00,1873.5782
25820,90000.00,48.97
25821,110000.00,1879.0682
25822,110000.00,1819.5882
25823,110000.00,1887.5582
25824,90000.00,39.98
25825,90000.00,4.99
25826,110000.00,1854.5782
25827,100000.00,1873.5782
25828,100000.00,1873.5782
25829,110000.00,1894.0682
25830,120000.00,1833.5682
25831,110000.00,1882.5682
25832,110000.00,1850.8582
25833,40000.00,36.59
25834,30000.00,27.28
25835,30000.00,27.28
25836,50000.00,34.89
25837,50000.00,24.99
25838,60000.00,64.97
25839,60000.00,107.94
25840,60000.00,1249.84
25841,60000.00,64.97
25842,60000.00,27.28
25843,60000.00,27.28
25844,40000.00,24.99
25845,60000.00,13.98
25846,60000.00,64.97
25847,60000.00,24.99
25848,40000.00,27.28
25849,50000.00,35.23
25850,50000.00,64.47
25851,50000.00,24.99
25852,50000.00,29.98
25853,60000.00,27.28
25854,60000.00,27.28
25855,60000.00,40.22
25856,30000.00,750.30
25857,30000.00,3399.99
25858,20000.00,32.27
25859,20000.00,64.97
25860,20000.00,27.28
25861,30000.00,3399.99
25862,30000.00,64.97
25863,40000.00,4631.11
25864,40000.00,2443.35
25865,40000.00,4643.83
25866,40000.00,4603.82
25867,70000.00,5784.06
25868,70000.00,5798.04
25869,40000.00,79.97
25870,40000.00,37.93
25871,40000.00,64.97
25872,70000.00,5819.05
25873,70000.00,39.98
25874,70000.00,34.89
25875,40000.00,2443.35
25876,60000.00,4629.07
25877,60000.00,79.97
25878,60000.00,4649.83
25879,60000.00,4658.82
25880,60000.00,32.27
25881,60000.00,24.99
25882,60000.00,64.97
25883,60000.00,2443.35
25884,40000.00,39.98
25885,40000.00,59.98
25886,60000.00,4673.31
25887,60000.00,4673.31
25888,60000.00,4623.82
25889,60000.00,4651.11
25890,60000.00,24.99
25891,80000.00,5759.06
25892,60000.00,2443.35
25893,60000.00,24.99
25894,60000.00,49.48
25895,40000.00,4649.83
25896,70000.00,121.57
25897,70000.00,32.60
25898,70000.00,38.88
25899,70000.00,71.58
25900,70000.00,41.59
25901,70000.00,5793.05
25902,70000.00,64.97
25903,70000.00,5773.04
25904,60000.00,89.46
25905,60000.00,4598.83
25906,10000.00,6.28
25907,10000.00,6.28
25908,60000.00,27.28
25909,60000.00,4658.81
25910,60000.00,4623.83
25911,40000.00,2181.5625
25912,10000.00,63.47
25913,10000.00,6.28
25914,30000.00,37.93
25915,30000.00,42.97
25916,60000.00,4649.83
25917,60000.00,4699.82
25918,30000.00,1260.5782
25919,30000.00,1248.0782
25920,40000.00,1819.5882
25921,30000.00,1253.0682
25922,30000.00,1274.0782
25923,10000.00,6.28
25924,70000.00,5819.05
25925,40000.00,13.98
25926,20000.00,1308.0582
25927,20000.00,1272.5182
25928,20000.00,1316.0482
25929,40000.00,27.28
25930,40000.00,29.98
25931,40000.00,27.28
25932,40000.00,49.48
25933,60000.00,49.48
25934,70000.00,64.97
25935,20000.00,1256.0282
25936,20000.00,1248.0782
25937,20000.00,1299.5582
25938,30000.00,1308.0582
25939,20000.00,1264.5682
25940,20000.00,1277.5582
25941,20000.00,1255.3582
25942,60000.00,4598.83
25943,70000.00,5808.03
25944,20000.00,1274.0782
25945,30000.00,1248.0782
25946,40000.00,1873.5782
25947,40000.00,1854.5782
25948,40000.00,1819.5882
25949,40000.00,1882.5682
25950,40000.00,54.25
25951,40000.00,4703.31
25952,40000.00,4598.83
25953,40000.00,59.98
25954,60000.00,27.28
25955,60000.00,4643.83
25956,50000.00,24.99
25957,60000.00,89.46
25958,80000.00,1903.48
25959,60000.00,27.28
25960,70000.00,1957.47
25961,70000.00,1938.47
25962,80000.00,5819.05
25963,60000.00,24.99
25964,60000.00,4649.83
25965,130000.00,32.27
25966,130000.00,27.28
25967,70000.00,29.98
25968,60000.00,24.99
25969,60000.00,4649.83
25970,60000.00,4603.82
25971,70000.00,2749.3225
25972,70000.00,5780.99
25973,70000.00,5793.05
25974,70000.00,5819.05
25975,70000.00,5807.03
25976,70000.00,5759.06
25977,60000.00,4624.83
25978,90000.00,5813.05
25979,70000.00,5784.06
25980,70000.00,5819.05
25981,70000.00,3018.33
25982,70000.00,5819.05
25983,70000.00,29.98
25984,60000.00,4624.83
25985,60000.00,4658.81
25986,60000.00,4624.83
25987,40000.00,4639.83
25988,40000.00,64.97
25989,70000.00,2744.5225
25990,70000.00,5847.04
25991,70000.00,2845.5225
25992,70000.00,2721.5525
25993,40000.00,4648.31
25994,40000.00,4626.11
25995,40000.00,2443.35
25996,60000.00,4598.83
25997,60000.00,4623.83
25998,60000.00,4649.83
25999,40000.00,2181.5625
26000,40000.00,32.27
26001,50000.00,4673.31
26002,50000.00,4699.31
26003,60000.00,4648.31
26004,60000.00,4698.81
26005,60000.00,4623.83
26006,60000.00,24.99
26007,60000.00,24.99
26008,70000.00,49.48
26009,70000.00,40.22
26010,70000.00,24.99
26011,80000.00,5768.05
26012,80000.00,5794.05
26013,60000.00,2443.35
26014,60000.00,4713.33
26015,60000.00,4614.84
26016,60000.00,4683.30
26017,70000.00,89.46
26018,80000.00,5869.04
26019,80000.00,1957.47
26020,100000.00,1932.46
26021,100000.00,1917.46
26022,100000.00,1938.47
26023,60000.00,1917.46
26024,80000.00,1952.45
26025,90000.00,1917.46
26026,70000.00,4.99
26027,110000.00,1938.47
26028,130000.00,1938.47
26029,80000.00,1930.76
26030,60000.00,21.49
26031,60000.00,23.78
26032,70000.00,7.28
26033,70000.00,1903.48
26034,60000.00,21.49
26035,60000.00,88.98
26036,60000.00,88.98
26037,20000.00,38.98
26038,30000.00,2503.03
26039,60000.00,27.28
26040,70000.00,3018.33
26041,70000.00,5860.98
26042,90000.00,5759.06
26043,80000.00,191.27
26044,80000.00,86.95
26045,80000.00,27.28
26046,80000.00,93.48
26047,80000.00,64.97
26048,60000.00,191.27
26049,60000.00,2181.5625
26050,60000.00,4624.83
26051,40000.00,4.99
26052,90000.00,24.99
26053,100000.00,27.28
26054,100000.00,24.99
26055,100000.00,5784.06
26056,100000.00,5838.05
26057,110000.00,5927.51
26058,120000.00,5838.05
26059,130000.00,118.96
26060,130000.00,5794.05
26061,170000.00,5838.05
26062,80000.00,49.48
26063,80000.00,29.98
26064,100000.00,49.48
26065,110000.00,49.48
26066,70000.00,5832.02
26067,70000.00,64.97
26068,70000.00,24.99
26069,70000.00,51.46
26070,90000.00,5768.05
26071,80000.00,89.46
26072,80000.00,24.99
26073,50000.00,59.98
26074,80000.00,7.28
26075,90000.00,5768.05
26076,80000.00,76.96
26077,80000.00,7.28
26078,90000.00,64.97
26079,90000.00,64.97
26080,100000.00,24.99
26081,100000.00,64.97
26082,130000.00,5768.05
26083,150000.00,5794.05
26084,160000.00,5768.05
26085,70000.00,64.47
26086,80000.00,149.98
26087,90000.00,64.97
26088,90000.00,49.48
26089,110000.00,5798.04
26090,110000.00,5819.05
26091,160000.00,5828.03
26092,80000.00,64.97
26093,60000.00,4657.81
26094,60000.00,4648.31
26095,70000.00,15.23
26096,90000.00,5843.54
26097,130000.00,5773.04
26098,130000.00,5793.05
26099,40000.00,39.98
26100,40000.00,7.28
26101,50000.00,24.99
26102,90000.00,147.28
26103,90000.00,32.27
26104,100000.00,114.96
26105,110000.00,40.22
26106,120000.00,5768.05
26107,130000.00,5800.33
26108,170000.00,32.27
26109,70000.00,64.97
26110,70000.00,5759.06
26111,70000.00,5794.05
26112,70000.00,5794.05
26113,70000.00,2730.5425
26114,70000.00,5853.03
26115,70000.00,3052.80
26116,70000.00,5794.05
26117,40000.00,32.27
26118,40000.00,35.23
26119,40000.00,64.97
26120,40000.00,3335.2396
26121,40000.00,3300.2496
26122,40000.00,64.97
26123,40000.00,64.97
26124,40000.00,64.97
26125,40000.00,29.98
26126,30000.00,28.99
26127,30000.00,2049.0982
26128,30000.00,68.97
26129,60000.00,21.49
26130,60000.00,21.49
26131,60000.00,1952.45
26132,70000.00,39.98
26133,70000.00,1938.47
26134,90000.00,1926.45
26135,90000.00,1967.45
26136,90000.00,39.98
26137,90000.00,69.99
26138,70000.00,1957.47
26139,60000.00,34.47
26140,100000.00,1917.46
26141,110000.00,78.98
26142,60000.00,1952.45
26143,90000.00,123.98
26144,40000.00,27.77
26145,70000.00,78.98
26146,80000.00,69.99
26147,80000.00,78.98
26148,80000.00,1917.46
26149,70000.00,78.98
26150,70000.00,1992.46
26151,90000.00,69.99
26152,70000.00,1938.47
26153,60000.00,1957.47
26154,60000.00,1938.47
26155,70000.00,128.97
26156,70000.00,78.98
26157,70000.00,69.99
26158,70000.00,94.48
26159,70000.00,69.99
26160,70000.00,1938.47
26161,60000.00,1903.48
26162,60000.00,1903.48
26163,70000.00,123.98
26164,70000.00,69.99
26165,70000.00,1957.47
26166,80000.00,128.97
26167,40000.00,1903.48
26168,30000.00,31.28
26169,30000.00,36.27
26170,30000.00,28.99
26171,40000.00,27.28
26172,40000.00,27.28
26173,40000.00,4.99
26174,30000.00,2071.4196
26175,30000.00,88.97
26176,30000.00,4.99
26177,30000.00,29.48
26178,40000.00,101.95
26179,10000.00,38.98
26180,30000.00,4.99
26181,40000.00,32.27
26182,30000.00,6.28
26183,30000.00,2071.4196
26184,30000.00,36.27
26185,40000.00,67.97
26186,30000.00,38.98
26187,40000.00,1932.46
26188,40000.00,1938.47
26189,40000.00,1926.45
26190,40000.00,1932.46
26191,40000.00,1938.47
26192,40000.00,1903.48
26193,40000.00,35.23
26194,40000.00,66.94
26195,40000.00,27.28
26196,40000.00,29.98
26197,40000.00,64.97
26198,50000.00,27.28
26199,50000.00,24.99
26200,70000.00,2756.5425
26201,80000.00,4498.4596
26202,80000.00,2749.3225
26203,120000.00,188.98
26204,130000.00,1967.45
26205,130000.00,2451.30
26206,130000.00,2478.34
26207,150000.00,2443.35
26208,160000.00,48.97
26209,20000.00,2384.07
26210,20000.00,553.97
26211,20000.00,565.47
26212,30000.00,23.78
26213,30000.00,62.98
26214,40000.00,553.97
26215,40000.00,13.98
26216,10000.00,92.97
26217,10000.00,38.98
26218,20000.00,6.28
26219,40000.00,570.47
26220,40000.00,539.99
26221,30000.00,2419.06
26222,30000.00,561.48
26223,30000.00,2407.04
26224,30000.00,777.34
26225,30000.00,742.35
26226,40000.00,4.99
26227,40000.00,1709.98
26228,40000.00,1700.99
26229,30000.00,2419.06
26230,30000.00,2398.05
26231,40000.00,1764.96
26232,40000.00,4.99
26233,40000.00,48.97
26234,40000.00,3292.9382
26235,40000.00,2181.5625
26236,40000.00,59.98
26237,40000.00,27.28
26238,40000.00,3298.9382
26239,40000.00,51.96
26240,50000.00,29.98
26241,50000.00,3320.2496
26242,40000.00,67.93
26243,80000.00,27.28
26244,80000.00,49.48
26245,80000.00,4490.4796
26246,80000.00,27.28
26247,80000.00,4468.1582
26248,20000.00,68.97
26249,30000.00,2071.4196
26250,30000.00,156.27
26251,30000.00,68.97
26252,40000.00,3300.2182
26253,20000.00,33.98
26254,20000.00,33.98
26255,20000.00,36.27
26256,20000.00,93.46
26257,20000.00,82.95
26258,20000.00,36.27
26259,30000.00,68.97
26260,30000.00,93.46
26261,20000.00,195.27
26262,20000.00,68.97
26263,20000.00,28.99
26264,20000.00,31.28
26265,20000.00,36.27
26266,30000.00,93.46
26267,30000.00,21.49
26268,20000.00,60.47
26269,20000.00,13.98
26270,20000.00,4.99
26271,20000.00,23.78
26272,20000.00,60.47
26273,20000.00,60.47
26274,30000.00,21.49
26275,40000.00,27.28
26276,40000.00,3361.9182
26277,40000.00,3321.2596
26278,40000.00,29.98
26279,40000.00,2181.5625
26280,40000.00,3298.9382
26281,40000.00,3335.2396
26282,50000.00,123.95
26283,50000.00,3371.2496
26284,50000.00,27.28
26285,50000.00,3309.2396
26286,50000.00,3308.1682
26287,50000.00,35.23
26288,40000.00,27.28
26289,40000.00,29.98
26290,60000.00,3295.2596
26291,70000.00,35.23
26292,70000.00,4456.1382
26293,70000.00,4455.0982
26294,50000.00,2443.35
26295,50000.00,3298.9382
26296,50000.00,3355.2396
26297,50000.00,3286.9182
26298,50000.00,3340.2596
26299,60000.00,3396.8882
26300,60000.00,3298.9382
26301,70000.00,4484.4796
26302,40000.00,3357.4082
26303,40000.00,3321.2596
26304,60000.00,3263.9482
26305,60000.00,3272.9382
26306,60000.00,2800.4382
26307,60000.00,2848.7596
26308,60000.00,2867.7596
26309,60000.00,2800.4382
26310,60000.00,2181.5625
26311,60000.00,2822.7596
26312,60000.00,2881.7396
26313,70000.00,4487.1582
26314,30000.00,88.98
26315,60000.00,2825.4282
26316,60000.00,1000.4375
26317,60000.00,2862.7396
26318,40000.00,13.98
26319,70000.00,4456.1382
26320,70000.00,4464.4796
26321,70000.00,1554.4075
26322,40000.00,2912.2596
26323,60000.00,27.28
26324,70000.00,4464.4796
26325,70000.00,4478.4596
26326,70000.00,4442.1582
26327,70000.00,4433.1682
26328,80000.00,4518.1482
26329,50000.00,2860.4182
26330,50000.00,2821.7196
26331,50000.00,2800.4382
26332,80000.00,49.48
26333,80000.00,32.27
26334,80000.00,27.28
26335,80000.00,89.46
26336,60000.00,27.28
26337,60000.00,29.98
26338,70000.00,4468.1582
26339,70000.00,4455.4896
26340,70000.00,64.97
26341,70000.00,24.99
26342,80000.00,4489.4696
26343,40000.00,2800.4382
26344,50000.00,2791.4482
26345,50000.00,49.48
26346,50000.00,64.97
26347,50000.00,24.99
26348,50000.00,89.97
26349,60000.00,27.28
26350,60000.00,4.99
26351,60000.00,2800.4382
26352,40000.00,1763.97
26353,40000.00,1773.95
26354,40000.00,1750.98
26355,20000.00,62.98
26356,10000.00,574.98
26357,10000.00,777.34
26358,20000.00,23.78
26359,30000.00,600.46
26360,30000.00,539.99
26361,10000.00,53.98
26362,20000.00,2420.34
26363,40000.00,1744.97
26364,10000.00,38.98
26365,30000.00,62.98
26366,30000.00,49.97
26367,30000.00,78.48
26368,10000.00,53.99
26369,20000.00,53.99
26370,20000.00,23.78
26371,30000.00,33.98
26372,10000.00,548.98
26373,70000.00,1565.9075
26374,130000.00,123.98
26375,130000.00,1971.45
26376,70000.00,121.93
26377,70000.00,39.98
26378,130000.00,60.47
26379,130000.00,1783.96
26380,100000.00,33.98
26381,130000.00,2520.83
26382,130000.00,2443.35
26383,110000.00,33.98
26384,110000.00,33.98
26385,120000.00,23.78
26386,160000.00,1775.47
26387,170000.00,4.99
26388,90000.00,2354.98
26389,100000.00,36.27
26390,150000.00,1725.98
26391,70000.00,68.97
26392,100000.00,60.47
26393,110000.00,21.49
26394,70000.00,33.98
26395,90000.00,25.48
26396,100000.00,118.96
26397,130000.00,39.98
26398,170000.00,1758.95
26399,120000.00,2543.44
26400,80000.00,132.98
26401,130000.00,38.98
26402,100000.00,28.99
26403,110000.00,41.93
26404,170000.00,1775.47
26405,80000.00,36.27
26406,80000.00,2334.46
26407,120000.00,126.28
26408,130000.00,38.98
26409,130000.00,67.49
26410,90000.00,28.99
26411,110000.00,58.98
26412,80000.00,55.91
26413,80000.00,58.47
26414,120000.00,58.47
26415,90000.00,68.97
26416,130000.00,88.97
26417,130000.00,6.28
26418,90000.00,36.27
26419,100000.00,33.98
26420,110000.00,2443.35
26421,60000.00,60.47
26422,70000.00,1980.96
26423,70000.00,2001.97
26424,60000.00,79.47
26425,70000.00,69.99
26426,70000.00,69.99
26427,70000.00,123.98
26428,70000.00,69.99
26429,80000.00,1938.47
26430,70000.00,69.99
26431,60000.00,23.78
26432,80000.00,123.98
26433,90000.00,1903.48
26434,90000.00,69.99
26435,90000.00,1957.47
26436,110000.00,1957.47
26437,110000.00,1953.47
26438,130000.00,1938.47
26439,100000.00,1938.47
26440,100000.00,1957.47
26441,80000.00,78.98
26442,120000.00,1919.75
26443,100000.00,1938.47
26444,100000.00,1938.71
26445,110000.00,1938.47
26446,130000.00,78.98
26447,110000.00,1938.47
26448,30000.00,21.49
26449,30000.00,4.99
26450,30000.00,30.48
26451,40000.00,27.28
26452,50000.00,59.98
26453,50000.00,53.95
26454,50000.00,27.28
26455,60000.00,29.98
26456,60000.00,39.98
26457,60000.00,89.46
26458,60000.00,32.27
26459,60000.00,64.97
26460,60000.00,24.99
26461,60000.00,58.98
26462,60000.00,27.28
26463,60000.00,27.28
26464,40000.00,59.98
26465,50000.00,27.28
26466,50000.00,24.99
26467,50000.00,32.27
26468,50000.00,27.28
26469,50000.00,64.97
26470,50000.00,35.23
26471,50000.00,24.99
26472,50000.00,114.96
26473,50000.00,89.46
26474,60000.00,13.98
26475,30000.00,30.48
26476,30000.00,30.48
26477,40000.00,49.48
26478,40000.00,49.48
26479,40000.00,32.27
26480,20000.00,23.78
26481,30000.00,2071.4196
26482,30000.00,1000.4375
26483,30000.00,25.48
26484,40000.00,2813.7696
26485,40000.00,2813.7696
26486,40000.00,2800.4382
26487,70000.00,4456.1382
26488,40000.00,4.99
26489,70000.00,24.99
26490,70000.00,4468.1582
26491,70000.00,4469.4382
26492,70000.00,29.98
26493,70000.00,64.97
26494,70000.00,27.28
26495,40000.00,58.98
26496,40000.00,1000.4375
26497,60000.00,64.97
26498,60000.00,89.46
26499,60000.00,2848.7596
26500,60000.00,24.99
26501,60000.00,49.48
26502,60000.00,27.28
26503,40000.00,1000.4375
26504,40000.00,1000.4375
26505,40000.00,59.98
26506,60000.00,64.97
26507,60000.00,27.28
26508,60000.00,49.48
26509,60000.00,2800.4382
26510,60000.00,2813.7696
26511,70000.00,4464.4796
26512,40000.00,1000.4375
26513,60000.00,2848.7596
26514,70000.00,29.98
26515,70000.00,89.46
26516,70000.00,32.27
26517,70000.00,24.99
26518,70000.00,32.27
26519,80000.00,29.98
26520,60000.00,2827.7182
26521,60000.00,2821.7196
